Age,Employment_Status,Employment_Duration,Industry_Sector,Education_Level,Marital_Status,Housing_Status,Years_at_Residence,Number_of_Dependents,City_Region,Annual_Income,Total_Debt,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Total_Credit_Limit,Credit_Utilization_Rate,Savings_Account_Balance,Checking_Account_Balance,Total_Assets,Net_Worth,Number_of_Late_Payments,Worst_Delinquency_Status,Months_since_Last_Delinquency,Number_of_Credit_Inquiries,Number_of_Open_Credit_Lines,Number_of_Derogatory_Records,Bankruptcy_Flag,Credit_Mix,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Payment_to_Income_Ratio,Collateral_Type,Collateral_Value,Transaction_Amount,Transaction_Frequency,Transaction_Location,Days_since_Last_Transaction,Avg_Probability_of_Default,Avg_Risk_Weighted_Assets,DPD_Trigger_Count,Bankruptcy_Trigger_Flag,Cash_Flow_Volatility,Seasonal_Spending_Pattern,Custom_Risk_Score,Credit_Risk_Score,Default_Flag
19,Employed,22,Tech,High School,Single,Rent,7,2,East,131508,31007.0,0.2357803327554217,0.0628174711804605,349,3,1,54469,0.5692595788430116,23126,1349,0,-31007.0,3,0,8,0,0,0,False,Revolving,8261,36,Debt Consolidation,0.0209391570601535,Real Estate,49990,49,4,South,353,0.0670169145712596,1900,4,False,7754,High,223,822.0,False
61,Self-Employed,0,Finance,University,Single,Own,5,1,South,32075,14299.983012024257,0.4458295561036401,0.7186905689789556,300,17,1,37228,0.3841190236387734,886,17323,0,-14299.983012024257,3,0,48,0,3,0,False,Revolving,23052,60,Debt Consolidation,0.1437381137957911,None,0,553,10,East,1,0.196692327770727,44899,2,False,14742,Medium,217,624.0,False
23,Unemployed,2,Healthcare,Graduate,Single,Own,0,3,North,118382,5981.0,0.0505228835464851,0.0400990015373958,503,17,2,60593,0.0987077715247636,451,4072,0,-5981.0,3,1,57,2,7,0,False,Revolving,4747,24,Other,0.0200495007686979,Vehicle,134585,213,8,South,115,0.1532594104696745,56354,1,False,6873,High,107,850.0,False
59,Employed,8,Healthcare,University,Single,Own,3,2,South,81314,6136.0,0.0754605602971198,0.0122980052635462,436,13,1,62452,0.0982514571190674,4269,12804,257171,251035.0,4,1,32,4,3,1,False,Installment,1000,48,Debt Consolidation,0.0030745013158865,Real Estate,80630,33,13,South,229,0.3006620626493492,90503,0,False,0,Medium,179,850.0,False
42,Employed,1,Other,Graduate,Married,Mortgage,3,1,East,59454,665.0033821245497,0.0111851747926893,0.4930198136374339,300,20,1,500,1.0,9184,23911,0,-665.0033821245497,5,2,24,1,3,0,False,Revolving,29312,36,Home Improvement,0.1643399378791446,None,0,665,15,East,245,0.0262597392141342,0,1,False,6651,High,309,706.0,False
72,Self-Employed,5,Other,University,Married,Own,7,2,North,46637,253.7004603528198,0.0054398966561489,0.0286467825975084,300,18,2,500,0.5074009207056396,2845,2169,154043,153789.29953964718,5,3,27,1,2,0,False,Installment,1336,24,Other,0.0143233912987542,None,0,103,7,South,21,0.1308010976642284,0,5,False,13963,High,295,714.0,False
74,Employed,24,Finance,High School,Married,Mortgage,1,1,North,94855,125.8409570878956,0.0013266665656833,0.169448105002372,301,20,2,500,0.2516819141757911,3769,2817,0,-125.8409570878956,6,5,2,2,4,1,False,Installment,16073,36,Other,0.0564827016674573,Real Estate,0,213,15,East,31,0.523479803898482,106205,1,False,0,High,273,834.0,False
38,Employed,5,Education,High School,Single,Rent,12,2,East,82680,375.22301822225774,0.0045382561468584,0.1627963231736816,300,19,1,500,0.7504460364445155,33950,1146,640844,640468.7769817777,3,1,10,4,1,0,False,Mortgage,13460,48,Business,0.0406990807934204,None,0,38,7,East,45,0.1689739218235294,0,3,False,17310,Low,178,742.0,False
72,Employed,0,Finance,High School,Married,Own,1,1,North,48103,460.078238567462,0.0095644396101586,0.2936823067168367,300,13,0,500,0.920156477134924,31911,135,231652,231191.92176143252,6,2,6,3,3,0,False,Installment,14127,36,Business,0.0978941022389455,None,0,305,12,East,60,0.0883349558764007,176664,2,False,0,Low,255,715.0,False
33,Unemployed,9,Other,University,Married,Own,3,0,North,34903,1714.5862323652775,0.0491243226188372,0.1973469329284015,300,5,1,11489,0.1492372036178325,29910,568,21638,19923.413767634724,6,1,57,1,3,0,False,Revolving,6888,36,Business,0.0657823109761338,None,0,267,12,West,114,0.0153210520530661,110919,7,False,10142,Low,294,727.0,False
48,Unemployed,17,Tech,University,Married,Own,17,0,East,10000,6539.0,0.6539,1.0,300,13,2,69107,0.0946213842302516,5501,2131,121972,115433.0,3,0,30,1,3,0,False,Revolving,40055,24,Home Improvement,0.5,None,0,10,7,North,108,0.0398071808469994,123100,1,False,5740,Low,198,613.0,False
31,Self-Employed,6,Finance,High School,Married,Own,2,0,South,106704,5973.0,0.0559772829509671,0.1536680911680911,402,4,1,78368,0.0762173336055532,4929,28539,200245,194272.0,3,0,58,0,4,0,False,Installment,16397,36,Business,0.0512226970560303,Real Estate,0,101,9,North,90,0.0339703036722563,68329,0,False,0,High,98,850.0,False
56,Self-Employed,2,Finance,High School,Married,Own,7,1,North,21141,21849.0,1.0,1.0,300,11,1,60975,0.3583271832718327,43701,8326,0,-21849.0,3,2,8,2,2,0,False,Revolving,45481,24,Home Improvement,0.5,None,0,201,7,East,354,0.1647306924407363,26351,2,False,10240,Medium,292,495.0,False
45,Self-Employed,14,Education,High School,Others,Own,2,0,East,47383,682.8492918418202,0.0144112718030057,0.2983137412152037,300,7,1,500,1.0,40389,16629,27279,26596.15070815818,9,1,58,2,4,1,False,Installment,14135,36,Business,0.0994379137384012,None,0,141,8,North,64,0.2031723591114554,44201,4,False,1602,Low,349,657.0,False
49,Employed,17,Other,High School,Single,Own,4,0,South,34932,15599.0,0.4465533035612046,0.3337627390358411,300,8,0,79760,0.195574222668004,9166,25329,167184,151585.0,3,1,28,1,5,0,False,Revolving,11659,36,Debt Consolidation,0.1112542463452803,Vehicle,145405,49,10,North,248,0.17616705928857,64146,1,False,6617,Medium,185,678.0,False
45,Employed,13,Finance,Others,Married,Rent,8,1,South,27860,418.8852702281687,0.0150353650476729,0.3928571428571428,300,7,2,500,0.8377705404563374,17209,498,287397,286978.11472977186,6,3,58,2,0,1,False,Revolving,10945,24,Business,0.1964285714285714,None,0,399,7,North,221,0.2579163971718091,150718,5,False,3815,Medium,366,685.0,False
68,Employed,2,Tech,University,Married,Own,10,1,North,37828,15693.255323846644,0.414858182400514,0.0264354446441789,439,32,0,82278,0.1907345259224415,25149,5933,9771,-5922.255323846643,1,1,13,0,5,0,False,Revolving,1000,12,Business,0.0264354446441789,Vehicle,95940,86,10,West,143,0.0388619741540441,121264,1,False,7108,High,150,799.0,False
72,Unemployed,7,Tech,Graduate,Single,Rent,11,0,East,116935,18088.396891454457,0.1546876203998328,0.1355368367041518,371,21,0,17078,1.0,54261,4366,87899,69810.60310854555,4,2,42,1,2,0,False,Revolving,15849,48,Other,0.0338842091760379,None,0,37,8,South,30,0.2250583266129515,10795,5,False,4335,Low,312,797.0,False
66,Self-Employed,5,Healthcare,University,Others,Own,0,0,West,11156,33678.0,1.0,1.0,300,16,0,90781,0.3709807118229585,1232,5920,0,-33678.0,6,2,6,0,4,1,False,Installment,22271,24,Business,0.5,None,0,190,10,East,231,0.0483549174429726,5330,3,False,0,Medium,429,482.0,False
26,Employed,0,Other,Others,Married,Own,11,3,South,70188,1255.0,0.0178805493816606,0.3211232689348606,394,3,3,85218,0.0147269356239292,16947,1275,221417,220162.0,3,2,51,3,4,1,False,Installment,22539,36,Other,0.1070410896449535,Real Estate,33610,592,10,West,121,0.3800363670196875,0,0,False,14610,Low,166,850.0,False
75,Self-Employed,3,Tech,Graduate,Married,Rent,0,1,South,99852,2657.87907685164,0.0266181856833277,0.3033589712774907,300,13,0,11598,0.2291670181799999,49760,40921,92209,89551.12092314837,5,1,1,1,3,1,False,Installment,30291,48,Debt Consolidation,0.0758397428193726,Vehicle,34827,340,14,North,338,0.1700937958924009,0,6,False,1674,Medium,319,842.0,False
62,Employed,6,Education,High School,Single,Rent,1,0,West,139171,25290.0,0.1817188925853805,0.0862464162792535,580,25,1,59323,0.4263102000910271,6068,9150,80254,54964.0,1,2,51,0,4,0,False,Installment,12003,48,Other,0.0215616040698133,None,0,215,8,North,17,0.3245685852291513,0,1,False,0,Medium,83,850.0,False
39,Self-Employed,11,Other,High School,Single,Own,21,0,South,19040,464.16278330986114,0.0243782974427448,1.0,300,8,2,500,0.9283255666197224,1581,30846,187375,186910.83721669007,3,1,21,4,3,0,False,Revolving,27107,36,Debt Consolidation,0.4745623249299719,None,0,198,11,West,331,0.3126597118644384,139695,2,False,9965,Low,317,680.0,False
49,Employed,9,Tech,Others,Married,Mortgage,0,0,West,34804,9246.0,0.2656591196414205,0.7783588093322606,300,6,1,35266,0.2621788691657687,2646,6502,238152,228906.0,5,2,57,1,0,0,False,Revolving,27090,60,Home Improvement,0.1556717618664521,None,0,65,12,West,298,0.2598102003782312,0,4,True,15791,Low,250,653.0,False
22,Employed,0,Finance,University,Married,Rent,1,2,South,10000,6919.0,0.6919,1.0,300,9,1,105322,0.0656937771785571,1996,3538,0,-6919.0,3,0,50,2,3,0,False,Revolving,15535,60,Business,0.3107,Real Estate,59396,173,5,North,351,0.2691139792790797,66455,1,False,13684,Low,303,575.0,False
40,Self-Employed,3,Other,University,Married,Rent,2,0,East,34291,21848.0,0.6371351083374647,0.3519874019422006,301,6,2,38106,0.5733480291817562,1538,12265,0,-21848.0,5,2,13,1,3,1,False,Revolving,12070,36,Business,0.1173291339807335,None,0,16,4,North,328,0.0377728520427792,59501,0,False,7188,Low,387,563.0,False
22,Self-Employed,3,Tech,Graduate,Married,Own,9,2,East,75629,727.3431653548297,0.0096172521830888,0.3832789009506935,300,1,1,500,1.0,3715,2342,115400,114672.65683464515,6,1,26,1,4,0,False,Installment,28987,12,Business,0.3832789009506935,Vehicle,0,319,9,East,353,0.0650171452955923,0,2,False,0,Low,317,736.0,False
59,Employed,11,Finance,Others,Married,Own,2,0,South,54118,454.3727161200671,0.0083959628242002,0.0747071214752947,300,16,3,500,0.9087454322401342,22684,17256,290614,290159.6272838799,5,2,39,1,4,0,False,Installment,4043,36,Other,0.0249023738250982,None,0,136,13,South,182,0.253946387180392,57078,1,False,608,Low,259,734.0,False
70,Employed,0,Healthcare,High School,Single,Own,10,2,West,120926,2629.4143043506674,0.0217439947104069,0.0603674974777963,320,11,3,2153,1.0,511,32137,0,-2629.4143043506674,4,2,17,0,6,1,False,Installment,7300,48,Business,0.015091874369449,Real Estate,0,56,8,North,248,0.0850223039105066,24033,5,False,14370,High,362,764.0,False
49,Self-Employed,6,Other,High School,Single,Own,1,0,South,94402,13120.0,0.1389801063536789,0.081820300417364,485,17,0,96487,0.1359768673500057,7685,4762,0,-13120.0,1,1,50,2,4,0,False,Revolving,7724,36,Business,0.0272734334724546,None,0,77,8,East,84,0.4363568055963975,7464,2,False,8201,Low,104,850.0,False
27,Self-Employed,4,Other,High School,Married,Own,5,1,North,45632,396.47794214483775,0.0086885944544363,0.1194118162692847,300,9,2,500,0.7929558842896756,13105,5866,3618,3221.522057855162,5,3,37,2,6,0,False,Installment,5449,36,Home Improvement,0.0398039387564282,Real Estate,139896,149,14,North,262,0.1257810821068138,0,4,False,534,Low,312,736.0,False
56,Unemployed,12,Tech,Graduate,Single,Rent,19,2,East,15871,8879.0,0.5594480499023377,1.0,368,26,2,42073,0.2110379578351912,3996,1463,228759,219880.0,2,1,17,0,1,0,False,Installment,17509,36,Other,0.3677357024342091,None,0,364,15,West,2,0.1407283604046504,145326,0,False,20472,Low,195,628.0,False
75,Employed,3,Healthcare,University,Married,Own,0,1,West,68771,1006.0,0.0146282590045222,0.1608090619592561,467,19,0,47972,0.0209705661635954,2733,18585,210520,209514.0,5,2,54,0,10,0,False,Revolving,11059,24,Other,0.080404530979628,None,0,200,10,South,270,0.2291386516325277,24101,0,False,7998,Low,123,850.0,False
32,Unemployed,5,Education,University,Single,Mortgage,14,2,East,55026,34181.6037191012,0.6211900505052376,0.2627485188819831,300,5,2,36787,0.9291761687308344,1215,5296,169314,135132.3962808988,5,1,35,1,4,1,False,Installment,14458,36,Debt Consolidation,0.0875828396273277,None,0,53,12,West,50,0.2822964229034745,36312,0,False,13467,High,421,529.0,False
24,Self-Employed,18,Tech,High School,Single,Own,1,0,South,89692,8393.0,0.0935757927128395,0.1739731525665611,366,12,0,6144,1.0,131112,4942,328290,319897.0,1,1,53,3,2,0,False,Installment,15604,36,Business,0.0579910508555203,None,0,78,9,South,316,0.0582182771534209,90328,3,False,0,High,228,838.0,False
46,Self-Employed,6,Tech,Graduate,Married,Own,5,3,North,57043,11474.0,0.2011465035148922,0.1753764703819925,357,8,1,56859,0.2017974287272023,3191,2524,50603,39129.0,2,2,11,2,3,0,False,Revolving,10004,48,Business,0.0438441175954981,None,0,470,6,East,182,0.0748915878484917,6817,3,False,3683,Low,162,822.0,False
64,Self-Employed,0,Education,University,Married,Own,0,1,East,75857,2513.0,0.0331281226518317,0.2192810155951329,337,12,1,39959,0.0628894616982407,22954,38973,43448,40935.0,5,3,42,0,2,2,False,Mortgage,16634,60,Debt Consolidation,0.0438562031190265,None,0,34,16,West,278,0.0861667075302751,0,1,False,7076,Low,223,832.0,False
20,Employed,0,Education,High School,Married,Mortgage,5,0,North,60077,19024.0,0.3166602859663432,0.5774589277094395,344,3,4,186711,0.1018900868186662,22041,8215,32451,13427.0,5,3,13,0,6,0,False,Mortgage,34692,36,Home Improvement,0.1924863092364798,Real Estate,109609,245,7,East,117,0.1123683577432035,145695,0,False,10176,Medium,227,732.0,False
36,Employed,8,Education,High School,Married,Rent,5,0,South,85952,6435.081671738027,0.0748683180349267,0.1662323157110945,300,3,0,6556,0.9815560817172096,18498,17504,320602,314166.918328262,4,2,16,0,3,1,False,Installment,14288,24,Business,0.0831161578555472,None,0,96,13,North,295,0.1332519715540846,96330,3,False,5416,High,388,739.0,False
27,Self-Employed,2,Education,Others,Single,Own,9,2,East,120496,7256.0,0.0602177665648652,0.1265104235825255,530,14,1,69123,0.104972295762626,29348,5312,0,-7256.0,2,0,9,2,2,0,False,Installment,15244,24,Home Improvement,0.0632552117912627,Real Estate,0,75,7,South,300,0.068088014491846,8339,1,False,3733,Medium,87,850.0,False
45,Employed,6,Education,University,Single,Own,3,1,North,33957,31.001644657719343,0.0009129677138062,0.0294490090408457,300,7,5,500,0.0620032893154386,8998,7957,0,-31.001644657719343,7,5,29,2,5,2,False,Installment,1000,48,Other,0.0073622522602114,Vehicle,0,188,10,East,249,0.1686670883596514,11185,4,False,13112,Medium,422,722.0,False
46,Self-Employed,6,Finance,University,Married,Mortgage,14,0,East,69778,27659.0,0.3963856803003812,0.1748402075152627,346,7,1,99406,0.2782427620063175,17555,933,66011,38352.0,3,4,23,1,2,0,False,Mortgage,12200,36,Business,0.0582800691717542,Real Estate,122644,228,11,North,356,0.3430199259874547,0,0,False,0,Medium,170,774.0,False
32,Employed,25,Finance,University,Married,Rent,2,0,South,10000,15285.0,1.0,1.0,300,5,2,91232,0.1675398982813048,3670,6700,379235,363950.0,3,2,14,1,4,0,False,Installment,15851,24,Other,0.5,Vehicle,0,216,10,West,64,0.2023930473064172,21615,1,False,0,Medium,314,542.0,False
52,Employed,3,Education,High School,Single,Own,0,2,East,92748,5756.0,0.0620606374261439,0.1603161254151033,420,16,0,37312,0.1542667238421955,9416,3942,92014,86258.0,2,2,39,1,1,1,False,Revolving,14869,24,Other,0.0801580627075516,Real Estate,0,267,13,North,247,0.4083711418843416,47044,0,False,7667,Medium,189,850.0,False
23,Employed,6,Healthcare,University,Single,Own,2,2,West,42759,288.01432460524734,0.0067357591291949,0.3440211417479361,300,8,1,500,0.5760286492104947,73088,4509,0,-288.01432460524734,7,3,15,0,1,1,False,Revolving,14710,12,Debt Consolidation,0.3440211417479361,Vehicle,33619,224,8,East,340,0.1795727770434051,148384,3,False,5924,High,330,707.0,False
29,Self-Employed,0,Healthcare,High School,Married,Own,2,1,South,108374,41582.0,0.3836898149002528,0.0655323232509642,375,16,2,54634,0.7611011458066406,19793,1436,138419,96837.0,4,2,7,2,3,1,False,Revolving,7102,60,Home Improvement,0.0131064646501928,None,0,249,10,East,37,0.0217608792949761,66968,4,False,0,Medium,321,774.0,False
64,Employed,3,Education,Graduate,Single,Rent,3,2,West,48410,68203.16655923692,1.0,0.2961165048543689,300,12,0,90777,0.7513265095700113,3806,10743,176747,108543.83344076308,7,1,28,3,0,1,False,Revolving,14335,12,Other,0.2961165048543689,Real Estate,166576,87,4,West,242,0.2042774294096947,46654,4,False,14010,Medium,512,415.0,False
55,Self-Employed,1,Finance,University,Single,Own,1,1,North,91722,1898.0,0.0206929635202023,0.120854320664617,385,13,2,71002,0.0267316413622151,51142,1209,571900,570002.0,5,2,55,2,3,0,False,Installment,11085,12,Debt Consolidation,0.120854320664617,Real Estate,52055,79,7,East,290,0.2410984981169868,15154,0,False,1874,Low,185,850.0,False
30,Employed,9,Healthcare,High School,Married,Mortgage,2,1,North,61504,7585.599817913838,0.1233350646773191,0.3630170395421436,312,9,1,46488,0.1631732881155101,10946,29404,376831,369245.40018208616,5,4,8,1,5,0,False,Revolving,22327,48,Other,0.0907542598855359,Vehicle,104710,77,9,North,90,0.2023642478567139,0,2,False,0,Low,225,797.0,False
46,Self-Employed,9,Finance,Graduate,Married,Rent,13,1,North,10000,4715.740271617916,0.4715740271617916,0.1,300,7,1,12771,0.3692537993593231,8924,4696,134636,129920.25972838208,7,4,5,1,5,1,False,Installment,1000,36,Other,0.0333333333333333,None,0,53,9,West,205,0.2203067278614116,55710,3,False,0,Medium,398,600.0,False
36,Employed,1,Tech,University,Married,Own,6,0,West,36296,57585.0,1.0,0.5435034163544192,313,10,1,92985,0.6192934344249073,10758,9129,212391,154806.0,1,0,6,3,1,0,True,Revolving,19727,36,Debt Consolidation,0.181167805451473,Real Estate,0,29,5,West,90,0.0135920400338515,19385,3,False,5556,Low,471,338.0,True
20,Employed,1,Finance,University,Others,Own,1,3,South,57773,14489.022223398231,0.2507922770740352,0.2412545652813598,300,10,1,13604,1.0,12746,8023,151075,136585.97777660177,6,1,32,1,1,0,False,Revolving,13938,24,Debt Consolidation,0.1206272826406799,Vehicle,61881,203,16,North,14,0.0221164424642835,61881,4,False,4418,Low,366,639.0,False
25,Self-Employed,6,Education,University,Single,Own,0,0,West,40529,655.1560509555133,0.016165117593711,0.6398381405906881,300,6,2,500,1.0,8544,23914,0,-655.1560509555133,8,1,53,1,1,1,False,Revolving,25932,36,Business,0.213279380196896,None,0,98,9,West,164,0.0210927919222761,22516,4,False,0,Medium,387,670.0,False
25,Employed,6,Other,Graduate,Single,Own,1,1,North,107904,6245.0,0.0578755189798339,0.1210149762752075,450,12,2,113393,0.0550739463635321,4070,616,256431,250186.0,2,0,3,2,0,0,False,Revolving,13058,24,Other,0.0605074881376037,None,0,32,13,South,55,0.2487850901278529,49899,3,False,10396,Medium,97,850.0,False
72,Employed,5,Education,University,Married,Rent,3,1,South,123168,318.41535715560894,0.0025852117202163,0.141424720706677,388,13,4,500,0.6368307143112178,3177,6427,0,-318.41535715560894,3,4,50,1,6,1,False,Revolving,17419,12,Debt Consolidation,0.141424720706677,None,0,139,5,North,227,0.0504132504978421,99019,6,False,16363,Low,299,850.0,False
75,Unemployed,28,Tech,Others,Single,Own,2,1,North,47687,2569.0,0.0538721244783693,0.0209700757019732,309,17,0,86030,0.0298616761594792,15141,6864,84328,81759.0,2,1,31,2,4,0,False,Mortgage,1000,36,Debt Consolidation,0.006990025233991,Real Estate,20623,423,7,East,341,0.0696386188191662,154547,1,False,0,Medium,148,850.0,False
37,Employed,10,Finance,University,Single,Own,11,0,West,65101,247.88782208407991,0.0038077421557899,0.2853258782507181,300,4,1,500,0.4957756441681598,5351,20036,0,-247.88782208407991,3,4,11,3,0,0,False,Installment,18575,24,Business,0.142662939125359,Vehicle,72974,70,6,West,265,0.4046534774894807,71207,2,False,8980,Medium,215,782.0,False
64,Employed,2,Healthcare,University,Single,Own,5,0,West,10000,12010.565218717376,1.0,1.0,300,10,1,44390,0.2705691646478345,43662,12657,244816,232805.43478128265,7,1,43,2,1,1,False,Revolving,16812,36,Business,0.5,None,0,103,6,West,1,0.1112690000106099,17711,2,False,6862,Low,403,450.0,False
21,Employed,1,Education,Graduate,Single,Own,11,0,South,57401,36355.0,0.6333513353425898,0.1089179631016881,344,13,2,127061,0.2861224136438403,47857,18333,4279,-32076.0,4,4,34,1,3,1,False,Revolving,6252,60,Home Improvement,0.0217835926203376,None,0,238,7,East,110,0.2243778724970978,23595,0,False,4140,Low,318,669.0,False
68,Employed,4,Healthcare,University,Single,Own,40,0,East,100708,47018.0,0.4668745283393573,0.1694800810263335,401,11,2,73475,0.6399183395712827,8123,22181,0,-47018.0,3,2,12,0,3,0,False,Revolving,17068,48,Debt Consolidation,0.0423700202565833,None,0,329,8,South,78,0.0674650899200229,39719,3,False,10396,High,291,745.0,False
38,Employed,8,Finance,University,Married,Own,2,1,North,37902,27375.0,0.7222574006648725,0.379900796791726,383,16,2,111426,0.2456787464326099,3825,716,35562,8187.0,1,1,27,0,3,0,False,Revolving,14399,12,Other,0.379900796791726,Vehicle,0,206,8,North,125,0.1298190267840082,0,2,False,0,Low,193,711.0,False
20,Employed,3,Tech,University,Single,Rent,3,0,East,49285,3651.0,0.0740793344831084,0.2749112305975449,341,3,0,78721,0.0463789840068088,29863,23137,103618,99967.0,1,1,19,0,3,0,False,Revolving,13549,36,Business,0.0916370768658483,None,0,116,13,West,97,0.2356957203743827,27536,1,False,1139,High,173,850.0,False
62,Self-Employed,6,Education,University,Married,Own,7,2,South,10000,344.318134556284,0.0344318134556284,0.9004,300,19,2,500,0.688636269112568,2127,2994,100667,100322.68186544372,4,2,29,1,4,0,False,Revolving,9004,48,Home Improvement,0.2251,Vehicle,159156,20,3,South,41,0.5293888893910915,0,5,False,0,Low,336,718.0,False
25,Employed,0,Healthcare,University,Married,Own,4,1,South,41328,5531.67472860957,0.1338481109322873,0.1450348432055749,312,5,4,28328,0.1952723358023711,43780,5496,0,-5531.67472860957,4,1,19,0,5,0,False,Revolving,5994,36,Business,0.0483449477351916,None,0,269,12,South,115,0.3403022802072769,108461,1,False,0,Medium,261,783.0,False
40,Self-Employed,13,Education,University,Single,Own,2,2,North,10000,7392.115676519352,0.7392115676519352,0.1,308,22,3,32564,0.2270026924370271,9817,20343,300625,293232.88432348066,3,1,11,1,3,0,False,Installment,1000,12,Home Improvement,0.1,None,0,472,7,South,151,0.0126646617178543,0,0,False,119,High,213,606.0,False
33,Employed,7,Education,High School,Single,Own,10,1,East,10000,15276.0,1.0,1.0,300,3,0,121523,0.1257045991293829,5342,585,118372,103096.0,3,1,4,0,5,0,False,Revolving,29060,36,Other,0.5,None,0,637,10,South,240,0.1340307997310051,72249,0,False,14482,Low,315,489.0,True
30,Employed,2,Healthcare,Graduate,Married,Rent,13,1,South,128297,1992.0,0.0155264737289258,0.1693336555024669,514,6,3,164538,0.0121066258250373,38407,1478,107458,105466.0,1,1,15,2,4,0,False,Installment,21725,36,Other,0.0564445518341556,Real Estate,0,10,11,West,95,0.0919865783726439,0,1,False,8489,High,23,850.0,False
20,Employed,2,Tech,University,Married,Own,1,1,North,40082,23086.00090689934,0.5759692856369277,0.262886083528766,300,0,2,63606,0.3629531947756397,20617,3621,381346,358259.99909310066,4,1,54,2,3,0,True,Mortgage,10537,12,Debt Consolidation,0.262886083528766,None,0,274,13,East,331,0.1750349507332882,0,3,False,0,Medium,485,447.0,False
65,Self-Employed,0,Education,University,Married,Rent,1,1,East,99641,12115.73983762192,0.1215939205509972,0.1605062173201794,328,20,1,9274,1.0,517,16187,270588,258472.26016237808,4,1,29,1,5,0,False,Installment,15993,36,Business,0.0535020724400598,None,0,253,9,South,170,0.1070156197561734,19918,3,False,0,Low,285,778.0,False
26,Self-Employed,8,Tech,Graduate,Married,Rent,5,1,North,44129,1523.0,0.0345124521289854,0.2733349951279204,300,3,2,2008,0.7584661354581673,69916,5479,140191,138668.0,5,2,34,0,0,1,False,Installment,12062,36,Business,0.0911116650426401,Real Estate,51109,171,15,North,39,0.2520160498126023,41610,2,False,0,Low,314,734.0,False
31,Self-Employed,7,Tech,University,Married,Rent,10,1,West,38402,824.0,0.0214572157700119,0.3924535180459351,383,12,0,132748,0.0062072498267393,78451,3745,0,-824.0,5,2,48,0,4,1,False,Installment,15071,24,Other,0.1962267590229675,None,0,27,5,North,279,0.1672834732007768,77282,0,False,371,Low,228,850.0,False
30,Employed,4,Finance,High School,Single,Mortgage,4,1,East,84209,13356.0,0.1586053747224168,0.2173164388604543,465,10,0,74629,0.1789652815929464,37153,12488,52905,39549.0,2,0,26,0,1,0,False,Revolving,18300,36,Business,0.0724388129534847,Vehicle,149292,122,16,South,103,0.0485241484338835,66122,1,False,7850,High,165,850.0,False
70,Self-Employed,0,Healthcare,University,Married,Rent,0,2,South,76472,1812.955870544268,0.0237074467850228,0.0714117585521498,352,13,5,11292,0.1605522379157162,35765,16632,0,-1812.955870544268,6,3,55,1,4,0,False,Revolving,5461,36,Business,0.0238039195173832,None,0,232,12,East,252,0.2811150751514985,65744,0,False,11784,Low,189,802.0,False
74,Self-Employed,1,Finance,Graduate,Others,Own,2,1,South,23536,2986.0,0.1268694765465669,1.0,377,24,1,74568,0.0400439866967063,2353,6383,108993,106007.0,4,1,4,2,1,0,False,Installment,30975,36,Other,0.4386896668932699,None,0,41,9,North,26,0.0660571531898998,123746,0,False,9832,Medium,145,782.0,False
24,Employed,3,Other,High School,Married,Own,4,1,South,28085,9165.0,0.3263307815559907,0.3048246394872708,353,1,2,139015,0.0659281372513757,2057,376,205839,196674.0,1,0,24,1,3,0,False,Revolving,8561,48,Debt Consolidation,0.0762061598718177,None,0,475,9,East,272,0.077993914396822,40106,1,False,901,Medium,204,796.0,False
32,Employed,1,Finance,Graduate,Married,Rent,8,1,East,24770,33903.15756618255,1.0,0.8809850625756964,300,3,2,22826,1.0,1256,16736,138376,104472.84243381744,5,2,56,3,3,0,False,Mortgage,21822,36,Home Improvement,0.2936616875252321,Vehicle,0,356,9,South,140,0.0870759484426439,7143,2,False,694,Medium,420,445.0,False
24,Employed,2,Education,Graduate,Single,Own,8,1,East,96518,377.40031622315854,0.0039101547506491,0.1641041049337947,313,2,1,500,0.7548006324463171,7740,10359,90037,89659.59968377685,5,3,46,2,0,0,False,Installment,15839,48,Home Improvement,0.0410260262334486,None,0,105,11,South,128,0.3658513841264444,106444,2,False,0,Medium,268,806.0,False
55,Self-Employed,1,Education,University,Single,Own,8,1,North,107718,2937.157883363177,0.0272671037650455,0.1976642715237936,309,9,0,2980,0.9856234507930126,4793,7274,24814,21876.84211663682,5,2,4,3,2,0,False,Revolving,21292,12,Business,0.1976642715237936,None,0,715,10,East,316,0.0845935371320024,170579,4,False,3365,High,261,773.0,False
51,Employed,2,Education,Graduate,Married,Rent,0,0,South,89726,3685.0,0.0410694781891536,0.3340949111740187,387,9,2,59631,0.0617967164729754,7744,6939,85851,82166.0,5,2,25,2,4,1,False,Installment,29977,36,Home Improvement,0.1113649703913395,None,0,335,18,West,179,0.1361735207837758,6279,0,False,3573,High,247,850.0,False
58,Self-Employed,5,Other,Graduate,Single,Own,5,1,West,63821,399.29982019571815,0.0062565585026201,0.1187383463123423,416,28,1,2188,0.182495347438628,21420,3010,349291,348891.7001798043,3,2,28,0,3,1,False,Revolving,7578,60,Business,0.0237476692624684,Vehicle,29161,153,14,South,44,0.2605681073633978,70201,2,False,10770,Low,161,850.0,False
